rown	id	name	doc_topic	pContent	maxProb
164	a164	통계로 본 기후ㆍ대기환경	3	기후 변화 원인 온실가스 배출 에너지 소비 최종 에너지 소비량 에너지 원단위 인 에너지 소비량 전력 소비량 기후 변화 상태 기상 요소 변화 기온 상승 강수량 변화 극한 기후 발생 사회 경제 변화 해수면 상승 농업 수산업 영향 보건 영향 생태 변화 기후 변화 대응 온실가스 감축 온실가스 감축 정책 재생 에너지 친환경 교통수단 녹색 건축물 기후 변화 적응 녹색 기술 생활 대기 오염 원인 대기 오염 물질 배출 현황 대기 오염 배 출원 사업장 점 오염원 현황 자동차 선 오염원 운행 연료 소비 대기 오염 상태 대기 오염 현황 대기 환경 기준 대기 오염 물질 농도 대기 중금속 농도 휘발성 유기 화합물 농도 대기 오염 경보 주의보 대기 오염 대응 대기 오염 우심 지역 관리 배출 시설 사업장 관리 자동차 배출 가스 관리 	0.905489117423643
165	a165	친환경적 행동의 불편비용과 정책적 시사점	2	1장 서다 론 연구 필요 목적 주요 연구 내용 범위 연구 방법 장 친환경 행동 불편 비용 친환경 행동 친환경 행동 정의 친환경 행동 관련 정책 수단 친환경 행동 관련 선행 연구 불편 비용 불편 비용 정의 불편 비용 관련 선행 연구 친환경 행동 불편 비용 장 친환경 행동 대하다 국민 의식 분석 분석 개요 소셜 빅 데이터 분석 결과 쓰레기 처리 실천 부문 나 대중교통 이용 실천 부문 에너지 절약 실천 부문 친환경 제품 구매 실천 부문 장 친환경 행동 불편 비용 추정 기초 설문 결과 설문 설계 환경 보호 대하다 인식 결과 친환경 행동 대하다 태도 실천 생활 음식물 쓰레기 분리수거 편사 항마 대중교통 이용 불편 사항 친환경 행동 불편 비용 추정 결과 쓰레기 분리수거 따르다 불편 비용 나 대중교통 이용 따르다 불편 비용 친환경 행동 불편 해소 대하다 지불 사금 쓰레기 분리수거 불편 해소 대중교통 이용 불편 해소 장 결론 시사점 참고 문헌 부록 	0.999107114022707
166	a166	육상 생태 보호지역 확대 추진 방안 연구	2	1장 서다 론 연구 배경 필요 연구 목적 연구 범위 시간 범위 공간 범위 내용 범위 관련 연구 연구 방법 추진 체계 연구 방법 나 연구 추진 체계 장 보호 지역 개요 보호 지역 개념 대상 목표 의하다 육상 해상 지역 구분 육상 내수 지역 연안 해상 지역 생물 다양 협약 보호 지역 확대 관련 논의 동향 보호 지역 현황 국내 국제 장 보호 지역 범주 특성 보호 지역 범주 분류 보호 지역 확대 시 주의 사항 아이치 대상 목표 의미 하다 석가 아이치 대상 목표 구성 나 보호 지역 대상 범위 보호 지역 감소 보호 지역 목표 비율 대하다 의미 장 보호 지역 확대 전략 행방 보호 지역 확대 기본 원칙 보호 지역 확대 씨 고려사 항가 보호 지역 범주 유형 배분 적정 히 조화 범주 유연하다 활용 범주 이외 것 포함 중 장기 관리 목표 강화 범주 관리 계획 목표 규칙 적정 이용마 신규 보호 유형 최대한 발굴 바 장 단기 구분 단계 접근 사다 생태 대표 반영 점증 강화 물질 접근 고려 보호 지역 트레이드 제도 보호 지역 확장 씨 부문 주요 실행 사항 보호 지역 유형 분류 확장 씨 접근 방법 보호 지역 유형 확대 방아 생태 보호 목적 유형 생활 일부 생태 부수 목적 유형 생태 보호 보완 목적 이행 방아 법 제도 기반 마련 확대 전략 대상 사업 선정 실행 연구 개발 통하다 장기 대책 부문 배분 계획 보호 지역 활용 방향제 장 결론 제언 결론 제언 참고 문헌 	0.999429148052429
167	a167	환경생태유량, 친수용수 등 물수요 변화에 대응하는 물환경 정책 개발 연구	2	1장 서다 론 연구 배경 목적 연구 내용 방법 선행 연구 검토 연구 관련 개념 정의 장 물 수요 현황 하천 유량 관련 법 제도 물 이용 현황 수요 특성 분석가 인간 활동 관련 물 이용 현황 나 환경 생태 측면 물 수요 물 수요 특징 시사점 하천 유량 관련 법 제도 하천 유량 관련 법률 주요 정책 나 수리 제도 수생 태계 친수 활동 관련 수질 기준 장 현행 하천 유량 관련 정책 잠재 문제점 물 관리 원칙 미 정립 부문 필요 유량 우선순위 조정 원칙 부재 수리 관련 분쟁 발생 조정 원칙 미비 수생 태계 특성 미반 영가 대하 중심 평균 유량 규정 나 이수 목적 적합하다 수질 기준 미비 물 이용 지속 가능 저해 우려 수질 개선 위하다 신규 수자원 개발 나 과도하다 환경 생태 유량 공급 비용 발생 하천 관련 사업 계획 추진 과정 문제점 장 물 수요 변화 고려 물 환경 정책 방안 수질 수생 태계 환경 기준 정립 수생 태계 관련 환경 기준 신설 나 친수 활동 유형 고려 수 질기다 주다 마련 생태 중요 중 소하천 대하다 환경 생태 유량 산정 제안 현행 법체계 내 협업 체계 구축 나 하천 유지 유량 조정 배분 방식 합리화 생태 중요 중 소하천 대하다 전략 접근 계절 유량 변동 고려 잠재 물 이용 경쟁 부문 간 조정 방 말다 용수 가치 추정 통하다 배분 기본 방향 나 경제 분배 인센티브 제공 통하다 갈등 조정 방안 향후 통합 물 관리법 제정 고려 정책 방아 생태계 위하다 유량 확보 비전 원칙 제시 환경 생태 유량 확보 위하다 수자원 인프라 운영 개선 수리 제도 정비 수리 관리 전문 기구 설립 장 결론 정책 제언 결론 정책 제언 참고 문헌 부록 환경 목표 기존 수리 충돌 씨 수리 할당 방안 캐나다 지역 환경 유량 가이드라인 미국 텍사스 주 하천 유량 관리 프로그램 물 자원 가치 추정 기법 용수 배분 체계 뉴질랜드 국가 환경 기준 비용 편익 산정 요소 	0.920238223516839
168	a168	월경성 대기오염물질 관리를 위한 단계별 대응방안 연구	3	1장 서다 론 연구 목적 연구 배경 연구 주요 내용 수행 방법 장 대기 오염 관련 국제 협약 현황 대응 사례 대기 오염 관련 국제 협약 사례 장거리 이동 대기 오염 물질 대하다 협약 과학 연구 관련 국제 협약 사례 기후 변화 관하다 정부 간 협의 체 대기 오염 관련 법 대응 사례 인도네시아 연무 피해 대하다 싱가포르 입법 대응 사례 연무 오염 문제 발생 그간 대응 노력 나 월경 연무 오염 법 제정 연무 오염 법 시사 점제 장 대기 오염 관련 동북아 협력 현황 정책 동향 동북아 중앙 정부 간 협력 현황 한중일 환경 장관 회의 동북아 환경 협력 계획 장거리 이동 대기 오염 물질 공동 연구 사업 동아시아 산성 침전물 모니터링 네트워크 동북아 지자체 간 협력 현황 지자체 양자 간 합의 현황 나 지자체 다자간 합의 현황 중국 대기 관리 위하다 정책 동향 대기 오염 방지 행동 계획 2017년 중국 주요 도시 대기 개선 대책 4장 동북아 대기 관리 위하다 대응 방안 고찰 인식 공동체 구축 통하다 대기 개선 가능 성가 인식 공동체 사용 가능 지식 온실가스 감축 정책 연계 통하다 대기 개선 가능 성가 대기 오염 물질 관리 확보 한중 대기 오염 물질 관리 잠재력 5장 동북아 대기 관리 위하다 단계 대응 전략 동북아 대기 관리 위하다 단기 방아 인식 공동체 형성 방 나다 지자체 중심 인식 공동체 형성 방안 동북아 대기 관리 위하다 중 장기 방아 인식 공동체 강화 방 안나 연계 동반 편익 추진 방안 한중 양자 간 협력 위하다 아이디어 구상 장 결 연구 결과 요약 정책 시사점 향후 연구 주제 참고 문헌 부록 축약 	0.85802501057607
169	a169	지방자치단체 환경영향평가 조례운영현황 및 효율화 방안	3	1장 서다 론 연구 배경 목적 연구 내용 방법 장 지방 자치 단체 환경영향평가 조례 현황 환경영향평가 별도 규정 있다 지방 자치 단체 조례 절차 내용 나 환경영향평가 대상 사업 환경영향평가 분야 항목 환경 기본 조례 내부 환경영향평가 규정 있다 지방 자치단 체제 장 지방 자치 단체 환경영향평가 운영 현황 지방 자치 단체 환경영향평가 담당 부서 인원 지방 자치 단체 환경영향평가 운영 실적 지방 자치 단체 환경영향평가 심의 위원회 구성 운영 현황 장 지방 자치 단체 환경영향평가 운영 사례 서울 특별시 도입 배경 나 담당 부서 주요 업무 환경영향평가 대상 사업 종류 규모 연도 사업 유형 운영 실적 말다 환경영향평가 협의 업무 절차 바 환경영향평가 심의 위원회 구성 운영 제주특별자치도 도입 배경 나 담당 부서 주요 업무 환경영향평가 대상 사업 종류 규모 연도 사업 유형 운영 실적 말다 환경영향평가 협의 업무 절차 바 환경영향평가 심의 위원회 구성 운영 장 지방 자치 단체 환경영향평가 효율 방안 지방 자치 단체 환경영향평가 시행 따르다 문제점 개선 방향 지방 자치 단체 환경영향평가 필요 지방 자치 단체 환경영향평가 조례 제정 시행 따르다 한계 지방 자치 단체 환경영향평가 활성 위하다 지원 방안 지방 자치 단체 환경영향평가 효율 방아 환경영향평가 조례 입다 대상 사업 차별 절차 차별 화제 장 결 참고 문헌 지방 자치 단체 환경영향평가 관련 조례 도입 운영 현황 분석 그 따르다 효율 운영 방안 제안 이 위하다 지방 자치 단체 환경영향평가 조례 분석 설문 조사 통하다 운영 현황 파악 지방 자치 단체 환경영향평가 조례 관련 환경영향평가 시행 위하다 별도 조례 보유 있다 지역 환경 기본 조례 내부 환경영향평가 규정 내포 있다 지역 구분 수 있다 환경영향평가 별도 조례 없다 지방 자치 단체 경우 근거 규정 없다 시행 되다 있다 않다 점 감안 친환경 개발 유도 위하다 환경영향평가 조례 도입 필요 지방 자치 단체 환경영향평가 운영 현황 살펴보다 결과 환경영향평가 전담 위하다 부서 마련 효율 확보 위하다 담당 인원 충당 필요 환경영향평가 비교 활발하다 이루다 지다 있다 서울 특별시 제주특별자치도 사례 바탕 지방 자치 단체 특성 고려 환경영향평가 활성 수 있다 방안 마련 요구 지방 자치 단체 환경영향평가 특성 보다 수 있다 심의 위원회 다양하다 전문가 구성 통하다 심의 회의 등 효율 운영 방법 통하다 평가 전문 투명 확보 수 있다 방향 설정 필요 지방 자치 단체 환경영향평가 대하다 설문 조사 결과 규제 수단 인식 협의 업무 전문 미흡 인력 부족 심의 위원회 전문가 인력 구성 한계 등 문제점 제시 이 개선 위하다 방향 보다 연구 환경영향평가 조례 도입 대상 사업 차별 절차 차별 제안 환경영향평가 관련 별도 조례 없다 지방 자치 단체 경우 환경영향평가 조례 도입 우선시 하다 지방 자치 단체 특성 여건 등 고려 대상 사업 평가 항목 선정 승인 기관 협의 기관 동일 따르다 평가 적정 투명 확보 위하다 절차 마련 필요 	0.999701345765214
170	a170	싱크홀 방지를 위한 환경영향평가 개선 방안 연구	1	1장 서다 론 연구 배경 가다 싱크홀 현황 나 싱크홀 발생 조건 싱크홀 환경영향평가 환경 문제 싱크홀 나 환경영향평가 제도 연구 내용 구성 2장 환경영향평가 항목 현황 분석 환경영향평가 대상 사업 작성 방법 환경영향평가 싱크홀 관련 작성 사례 시사 점제 3장 싱크홀 취약 환경영향평가 싱크홀 취약 지반 지하수위 경사 변화 싱크홀 환경영향평가 시 예측 기법 개선 점 가다 지하수 유동 나 지반 안정 싱크홀 방지 위하다 감방 모니터링 기법 개선 가다 지하 매설 물 현황 검토 나 지하수 유동 지반 변위 연계 계측 광역 장기 지하수위 측정 싱크홀 비파괴 탐 사제 4장 싱크홀 방지 위하다 환경영향평가 작성 지침 안 터널 인하다 지하수 영향 검토 지반 사면 안정 지반 함몰 싱크홀 취약 지반 굴착 씨 예측 처리 대책 후속 연구 과제 기술 분야 나 정책 분야 참고 문헌 보다 연구 규모 지반 침하 인하다 도심 안전 크다 위협 되다 뿐 공유 재인 지하 공간 환경 건전 크다 훼손 싱크홀 환경영향평가 제도 활용 사전 방지 수 있다 개선 방안 도출 싱크홀 고체 입자 사이 흐르다 지하수 이루어지다 다상 물질 지반 내부 지하수 과도 흐름 의하다 고체 입자 미치다 침투력 상승 지지력 유효 응력 상실 발생 싱크홀 발생 발생 가능 있다 취약하다 지반 함몰 지반 이동 수 있다 빈 공간 지하수 흐름 급격하다 증가 요구 지하수위 상부 불포화 토 시설 관거 주변 채움재 원지 반 누수 강우 침투 쓸리다 내려가다 생기다 형 싱크홀 포화 지반 터널 터 파기 공사 유발 지하수 흐름 원인 되다 발생 형 싱크홀 현행 환경영향평가 제도 하 싱크홀 발생 수 있다 대상 사업 도시 개발 철도 건설 등 관련 주요 검토 항목 지하수 지형 지질 최근 싱크홀 문제 불거지다 실시 설계 보고서 바탕 두다 구조 해석 계측 계획 등 추가 환경 영향 평가서 작성 있다 예측 평가 지반 구조 안정 유지 가정 하 수행 형 싱크홀 같다 침투 파괴 적합 않다 점 사업 지구 내 조사 계측 계획 한정 싱크홀 환경 영향 범위 반영 못하다 점 등 싱크홀 방지 대책 부족 것 판단 이 자연 충적층 공유 수면 매립지 등 광범위 분포 강하다 침투력 발생 임계 수리 경사 등 싱크홀 취약 요소 특정 싱크홀 취약 사업 환경영향평가 위하다 지하수 지반 안정 분야 주요 개선 점 도출 이 바탕 싱크홀 방지 위하다 환경영향평가 예측 기법 감방 안 모니터링 관하다 종합 지침 마련 이 굴착 전 지하 매설 물 검토 싱크홀 취약 예측 싱크홀 취약 지반 굴착 씨 감방 지하수 유동 지반 변위 연계 사후 모니터링 주요 부분 이루어지다 있다 마지막 최근 마련 지하 영향 평가 제도 등 지하 공간 이용 관하다 각종 위험 평가 제도 대하다 검토 효율 운용 위하다 연구 등 후속 연구 제안 	0.802403729333272
171	a171	국내 산지 능선의 지질-식생 상관관계 분석	1	1장 서다 론 연구 배경 연구 필요 목적 가다 필요 나다 목적 연구 범위 방법 가다 연구 범위 나 연구 방법 연구 체계 선행 연구 현황 연구 차별 2장 지지다 토양 식생 관계 고찰 지지다 토양 식생 상관 관계 지지다 토양 식생 상관 관계 분석 가다 가설 설정 점검 사항 나 모암 토양 유형 분류 지지다 식생 관련 연구 보호 사례 국내 나 국외 지질 식생 특정 관계 고찰 가다 토양 형성 나 석회암 식물 생장 여건 석회암 지역 살다 특이 생물 사문암 지역 일반 특성 말다 지질 관련 수질 식물 관계 3장 지지다 토양 식생 관계 분석 항목 선정 분석 항목 조사 분석 항목 주제 특성 가다 지질 나 토양 임상도 지형 말다 현존 식생 4장 백두대간 보호 지역 항목 현황 백두대간 보호 지역 지질 특성 분석 백두대간 보호 지역 고도 특성 분석 백두대간 보호 지역 경사 특성 분석 백두대간 보호 지역 경사 방향 특성 분석 백두대간 보호 지역 토양통 특성 분석 백두대간 보호 지역 수종 특성 분석 백두대간 보호 지역 식물 군락 특성 분석 5장 백두대간 보호 지역 지질 식생 관련 항목 간 상관 관계 분석 지질 고도 분석 지질 임상 분석 지질 식물 군락 분석 지질 토양통 분석 지지다 토양 임상 분석 지지다 토양 식물 군집 분석 장 결론 제언 결론 제언 참고 문헌 부록 	0.99931973589049
172	a172	건강영향조사제도 개선 방안 연구	1	약 문제 장 서 절 연구 배경 목적 절 연구 내용 범위 장 환경 보건 조사 평가 개념 현황 분석 절 환경 보건 조사 평가 일반 개념 법률 관점 환경 보건 조사 평가 관련 개념 정책 관점 환경 보건 조사 평가 관련 개념 환경 보건 조사 평가 관련 개념 절 환경 보건 조사 평가 국내 실시 현황 환경 보건 조사 평가 사업 일반 현황 환경 보건 조사 평가 사업 실시 현황 절 환경 보건 조사 평가 관련 국외 사례 조사 미국 독일 캐나다 장 환경 보건 조사 평가 사업 특성 개선 점 분석 절 현행 환경 보건 조사 평가 관련 제도 유형 특성 분석 환경 보건 조사 평가 사업 유형 조사 방법 조사 항목 환경 보건 조사 평가 사업 유형 수행 체계 절 현행 환경 보건 조사 평가 문제점 분석 개선 점 검토 현행 환경 보건 조사 평가 문제점 분석 환경 보건 조사 평가 개선 점 검토 방안 환경 보건 조사 평가 사업 합리 개선 점제 장 환경 보건 조사 평가 사업 합리 개선 방안 마련 절 환경 보건 조사 평가 사업 대상 환경 유해 인자 검토 국내 환경 유해 인자 검토 현황 국외 사례 분석 통하다 환경 유해 인자 검토 개선 방 절 환경 보건 조사 평가 사업 유형 조사 기준 수행 체계 개선 방안 환경 보건 조사 평가 사업 조사 기준 수행 체계 개선 방향 환경 보건 조사 평가 사업 유형 조사 기준 수행 체계 개선 방 장 환경 보건 법 등 관련 법령 지침 개정 시안 마련 절 건강 영향 조사 관련 법 제도 역학 조사 관련 법 제도 국민 건강 영양 조사 제도 관련 법 현행 관련 법률 통하다 환경 보건 법 보완 사항 출제 절 국내외 건강 영향 조사 결과 이용 소송 사례 국외 사례 검토 일본 동경 대기 오염 소송 국내 사례 검토 법 분쟁 건강 영향 조사 결과 한계 점제 절 환경 보건 법 하위 법령 대하다 개정 환경 보건 법 환경 보건 평가 신설 환경 보건 법 시행령 환경 보건 조사 사업 시행 주체 자격 요거 역할 명시 역학 조사 대상 대상 지역 대하다 구체 명시 환경 보건 조사 관련 부처 자료 협조 사항 명시 참다 물다 국민 건강 생태 건전 보호 유지 목적 하다 환경 보건 법 환경 유해 자 인하다 건강 피해 관련 건강 영향 조사 등 실시 수 있다 규정 있다 국민 환경 의식 증대 따르다 건강 영향 조사 수요 증가 있다 최근 환경 오염 피하다 제정 추진 관련 전반 건강 영향 조사 대하다 관심 증대 상태 건강 영향 조사 근거 법령 되다 환경 보건 법 상 건강 피해 역학 조사 건강 영향 조사 환경 역학 감시 등 조사 대하다 명확하다 정의 개념 구분 적용 범위 등 모호하다 상태 효과 체계 건강 영향 조사 추진 수행 위하다 관련 환경 보건 법 등 현행 법령 상 모호하다 부분 수정 보완 환경 보건 행정 효율 예측 가능 제고 필요 이 위하다 보다 연구 국내 건강 영향 조사 등 환경 보건 조사 평가 개념 현황 분석 실시 평가 사업 특성 문제점 파악 환경 보건 조사 평가 사업 합리 개선 방안 마련 이 바탕 환경 보건 법 등 관련 법령 지침 개정 시안 마련 않다 	0.779420851560043
173	a173	토양의 이동에 대한 합리적 관리제도 마련 연구	2	1장 서다 론 연구 필요 목적 연구 범위 연구 내용 수행 체계 장 국내 현황 사례 분석 국내 토양 이동 현황 국내 관련 법률 제도 건설 폐기물 활용 나 토석 정보 공유 시스템 수원 사이버 흙 은행 오염 토양 반출 정화 시스템 토양 이동 인하다 오염 발생 사례 장 국외 현황 시사점 미 국가 주다 뉴저지 주 벨기에 굴착 토양 사용 나 굴착 토양 이용 추적 절차 영국 독일 네덜란드 장 토양 이동 관리 체계 안 자율 규제 의무 규제 관리 체계 규제 대상 규모 토양 이동 허용 기준 정화 책임 단계 규제 장 결론 제언 결론 정책 제언 기존 시스템 연계 활용 나 규제 대상 토양 개념 정립 필요 하천 호소 해양 유래 준설 물질 육상 활용 참고 문헌 부록 	0.577674436749404
174	a174	생물다양성을 고려한 영향평가 방안에 관한 연구	2	장 서 장 생물 다양 고려 영향 평가 개념 지침 현황 생물 다양 개념 생물 다양 협약 지침 국제 영향 평가 학회 지침 국내 지침 장 생물 다양 고려 영향 평가 문제점 사례 영향 평가 생물 다양 고려 현황 문제점 분야 영향 평가 현황 문제점 분야 환경영향평가 작성 규정 현황 평가 기법 평가 지표 현황 서식지 비롯하다 저감 대책 수립 습지 생태 훼손 사례 백송 지구 준설 사업 가다 사업 시행 의하다 생태 영향 나 환경 평가 항목 요약 문제점 시사점 멸종 위기 야생 동물 출현 평가 사례 개요 나 사례 조사 홍천 골프장 개발 사업 사례 조사 강화 조력 발전 따르다 공유 수면 매립 사업 사례 조사 김포 한강 하다 폴리스 개발 사업 장 생물 다양 고려 영향 평가 개선 사항 로드맵 개선 사항 방안 제시 생태 항목 조사 나 조사 결과 활용 예측 평가 기법 생물 다양 조사 계획서 작성 생물 다양 항목 영향 저감 방안 작성 기법 생물 다양 고려 영향 평가 로드맵 장 결론 제언 참고 문헌 환경 대하다 영향 평가 제도 통하다 자연 자원 생물 다양 보전 분별 개발 방지 지속 가능 개발 이루다 지다 국내외 노력 있다 개발 위주 정책 인하다 생물 다양 손실 나 개발 인하다 야생 생물 서식지 파괴 등 문제 되다 있다 국내 영향 평가 자연환경 자산 항목 통하다 자연환경 보전 자연 생태 환경 분야 영향 평가 수행 있다 대부분 물종 목록 식생 현황 법 정보 호종 유무 같다 종 수준 내용 위주 기술 생태 유형 서식지 특성 유전 다양 같다 생물 다양 측면 고려 못하다 채 영향 평가 수행 생물 다양 감소 지속 가능 이용 저해 요인 작용 오다 생물 다양 협약 개발 계획 시행 단계 생물 다양 적용 영향 평가 시행 협약 명시 당사국 의무 시행 하다 있다 정책 계획 프로그램 생물 다양 영향 줏다 여부 등 대하다 내용 지침 통하다 제시 이 통하다 영향 평가 생물 다양 관련 문제 해결 데 도움 줏다 있다 이 더불다 생물 다양 관련 있다 인벤토리 데이터베이스 구축 통하다 정량 평가 기법 모델 적용 같다 관련 연구 진행 있다 국내 이 대하다 연구 드물다 실정 보다 연구 이러하다 국내 물종 목록 제시 일부 항목 한하다 수행 자연 생태 환경 분야 영향 평가 문제점 살펴보다 위하다 생물 다양 개념 관련 지침 조사 현황 파악 작성 규정 평가 기법 필요 사례 분석 등 통하다 문제점 개선 사항 제시 개선 사항 조사 대상 기존 자연환경 자산 유전자원 물종 생태 구분 조사 항목 추가 것 필요 생태 항목 추가 분포 범위 주요 서식지 특성 등 조사 항목 설정 것 제안 예 듣다 조사 대상 생태 조사 연구 이루어지다 생태 유형 개발 의하다 영향 크다 생태 사회 정책 경제 중요도 높다 생태계 토대 선정 이 대하다 각각 판단 기준 고려 사항 대하다 제시 생태 항목 자료 가용 평가 체계 고려 습지 생태 하천 생태 하다 생태 산림 생태계 우선 도입 개발 사업 의하다 습지 생태 영향 예측 위하다 평가 항목 작성 사례 제시 각각 생태 항목 관련 문헌 조사 평가 시 고려 사항 대하다 제시 조사 결과 활용 예측 평가 기법 생물 다양 조사 계획서 작성 씨 고려 사항 생물 다양 항목 영향 저감 방안 작성 기법 대하다 제시 마지막 생물 다양 고려 영향 평가 범위 고려 보다 때 보다 연구 결과 바탕 향후 단계 정책 제도 도입 가능 영역 내용 대하다 제안 	0.749473230465574
175	a175	산업단지 등의 폐기물 처리시설 설치 의무화 기준 설정 연구	2	1장 서다 론 연구 배경 목적 연구 내용 방법 가다 주요 연구 내용 나 연구 추진 방법 기대 효과 장 산업 관광지 폐기물 처리 시설 설치 의무 법규 폐기물 처리 시설 설치 의무 관련 법규 개정 현황 현행 폐기물 처리 시설 설치 기준 폐기물 처리 시설 설치 비용 산정 기준 3장 산업단지 폐기물 발생 특성 폐기물 처리 시설 설치 운영 현황 국내 산업단지 설치 현황 개발 추이 전국 산업 현황 나 개발 계획 중 산업단지 현황 산업단지 폐기물 발생 특성 가다 사업장 배출 시설 폐기물 발생량 나 산업단지 폐기물 발생량 추이 단지 총면적 산업 시설 용지 폐기물 발생량 산업단지 매립 시설 설치 운영 현황 가다 운영 중 산업 나 운영 중 산업단지 매립 시설 설치 운영 현황 개발 계획 중 산업단지 폐기물 처리 시설 설치 계획 매립 시설 규모 적정 경제 검토 매립 시설 규모 적정 검토 나 폐기물 매립 시설 경제 검토 장 관광지 폐기물 발생 특성 폐기물 처리 시설 설치 운영 현황 국내 관광지 조성 현황 개발 추이 전국 관광지 관광 운영 현황 나 국내 관광지 관광 단지 등 개발 계획 현황 관광지 폐기물 발생량 처리 시설 설치 현황 가다 운영 개발 계획 중 관광지 관광 단지 폐기물 발생량 나 관광 발생 폐기물 성상 운영 중 관광지 관광 단지 폐기물 처리 시설 운영 현황 개발 계획 중 관광지 폐기물 처리 시설 설치 계획 현황 장 폐기물 발생 원 단위 통계 폐기물 발생량 산정 씨 필요 국가 통계 자료 검증 가다 전국 폐기물 발생 처리 현황 통계청 등 국가 통계 자료 나 전국 폐기물 통계 조사 폐기물 발생 원 단위 1차 2차 4차 실제 폐기물 발생량 원 단위 산출 폐기물 발생량 비교 산업단지 실 폐기물 발생량 원 단위 발생량 비교 나 시다 발생량 11원 단위 발생량 비교 실제 폐기물 발생량 원 단위 산출 폐기물 발생량 비교 시스템 폐기물 발생량 시사점 가다 일부 원 단위 특수 나다 개발 계획 중 시설 폐기물 발생량 산정 방법 장 폐기물 처리 시설 설치 무화 기준 개선 방안 산업단지 공장 가다 법 시행령 일치 나 시행령 개정 씨 문제점 개정 방향 관광지 관광 단지 법률 개정 따르다 시행령 면적 발생량 처리 시설 종류 기준 안 나 납부 비용 사용 납부 비용 산정 장 요약 결론 참고 문헌 	0.999622391648877
176	a176	Water and sustainable development in Korea : a country case study	3	국문 요약 	0.946166459477132
177	a177	기후변화 적응 국내외 네트워크 구축ㆍ운영	3	1장 서다 론 배경 필요 사업 목적 2장 국내 기후 변화 적응 네트워크 구축 운영 기후 변화 적응 연구 협의회 구성 유관 기관 협력 확대 배경 목적다 추진 결과 국가 기후 변화 적응 센터 운영 위원회 기후 변화 적응 연구 협의회 구성 전문가 회의 5차 보고서 승인 관계 기관 포럼 연구 협력 협약 체결 기후 변화 적응 민간 파트너 강화 네트워크 내실화 배경 목적다 추진 결과 시민 사회 공동 기후 변화 적응 활성 위하다 워크숍 5회 기후 변화 적응 피니언 리더 워크숍 산업 기후 변화 적응 역량 강화 워크숍 3장 국제 기후 변화 적응 네트워크 구축 운영 기후 변화 적응 국제 협상 지원 배경 목적다 추진 결과 14년 1차 태 기후 변화 적응 네트워크 운영 위원회 참여 자문 14년 2차 태 기후 변화 적응 네트워크 운영 위원회 참여 자문 38차 총회 참여 자문 20차 당사국 총회 참여 패널 토론회 개최 기후 변화 적응 국제 심포지엄 개최 기후 변화 적응 국제 전문 기관 네트워크 구축 배경 목적다 추진 결과 기후 변화 적응 국제 심포지엄 개최 기후 변화 적응 국제 전문 기관 네트워크 구축 개도국 기후 변화 적응 지원 사업 수행 배경 목적다 추진 결과 기후 변화 적응 국제 교육 프로그램 개최 태 지역 기후 변화 적응 현황 파악 위하다 전문가 워크숍 개최 태 지역 개도국 기후 변화 적응 현황 지원 수요 파악 4장 결 종합 시사 점가 국내 기후 변화 적응 네트워크 구축 운영 나 국제 기후 변화 적응 네트워크 구축 운영 향후 발전 방향 가다 국내 기후 변화 적응 네트워크 구축 운영 나 국제 기후 변화 적응 네트워크 구축 운영 부록 국내 기후 변화 적응 네트워크 구축 운영 회의록 기후 변화 적응 연구 협의회 구성 유관 기관 협력 확대 국가 기후 변화 적응 센터 운영 위원회 기후 변화 적응 유관 기관 연구 협의회 구성 전문가 회의 1회 기후 변화 적응 유관 기관 연구 협의회 전문가 회의 2회 기후 변화 적응 유관 기관 연구 협의회 전문가 회의 3회 기후 변화 적응 유관 기관 연구 협의회 전문가 회의 5차 보고서 승인 따르다 관계 기관 포럼 연구 협력 협약 체결 국가 기후 변화 적응 민간 파트너 강화 네트워크 내실화 시민 사회 공동 기후 변화 적응 활성 위하다 워크숍 기후 변화 적응 네트워크 워크숍 시민 사회 공동 기후 변화 적응 심포지엄 나 5회 기후 변화 적응 피니언 리더 워크숍 산업 기후 변화 적응 역량 강화 워크숍 부록 국제 기후 변화 적응 네트워크 구축 운영 회의록 기후 변화 적응 국제 심포지엄 개최 기후 변화 적응 국제 전문 기관 네트워크 구축 6회 기후 변화 적응 국제 심포지엄 회의록 개도국 기후 변화 적응 지원 사업 수행 기후 변화 적응 국제 교육 프로그램 	0.760364871106108
